time,x,y,vx,vy,psi1,psi2,psi3,delta_psi1,delta_psi2,delta_psi3,radius
5.205685,0.013846,-0.012308,0.000769,-0.000000,3.516064,4.323694,3.947598,-0.372611,0.507365,-0.163799,0.018525
5.308186,0.012308,-0.011538,0.000769,0.000769,3.632954,3.563033,4.424940,0.116890,-0.760661,0.477342,0.016870
5.410938,0.010769,-0.009231,0.000769,0.002307,3.312580,4.253983,3.546194,-0.320374,0.690949,-0.878746,0.014184
5.513483,0.008461,-0.005385,0.002308,0.003846,3.796485,3.723263,3.752078,0.483905,-0.530720,0.205884,0.010029
5.614736,0.007692,-0.000769,0.000769,0.003846,3.284124,3.882479,3.050617,-0.512361,0.159216,-0.701461,0.007731
5.717158,0.008461,0.005385,-0.000769,0.006153,3.402268,3.878084,3.001440,0.118144,-0.004395,-0.049177,0.010029
5.819325,0.008461,0.011538,0.000000,0.006153,3.252276,4.180746,2.721849,-0.149992,0.302662,-0.279591,0.014308
5.921322,0.008461,0.018461,0.000000,0.006922,3.628549,4.385253,2.709956,0.376272,0.204507,-0.011893,0.020308
6.023113,0.010769,0.025384,-0.001538,0.006153,3.675753,4.430602,2.906574,0.047204,0.045349,0.196618,0.027574
6.125134,0.013077,0.030769,-0.001538,0.004615,3.697380,4.366256,2.869655,0.021627,-0.064346,-0.036919,0.033433
6.228363,0.015385,0.035384,-0.002307,0.004615,3.808805,4.269363,3.095307,0.111424,-0.096892,0.225652,0.038584
6.331171,0.018461,0.039231,-0.002307,0.003076,3.883430,4.224054,3.213854,0.074625,-0.045309,0.118547,0.043357
6.433142,0.021538,0.042307,-0.002307,0.003076,4.501400,4.220979,3.353469,0.617970,-0.003075,0.139615,0.047474
6.534872,0.025384,0.046154,-0.003846,0.003846,5.005587,4.686741,5.353469,0.504187,0.465762,2.000000,0.052674
6.636537,0.029231,0.048461,-0.003077,0.002307,4.101566,2.686741,3.353469,-0.904021,-2.000000,-2.000000,0.056594
6.738589,0.030769,0.051538,-0.001538,0.002307,4.152780,4.686741,5.353469,0.051214,2.000000,2.000000,0.060024
6.840043,0.033077,0.054615,-0.001538,0.002307,2.385351,4.906176,3.353469,-1.767429,0.219435,-2.000000,0.063850
6.942455,0.035384,0.060000,-0.002307,0.004615,4.385351,5.399767,2.377983,2.000000,0.493592,-0.975486,0.069656
7.045015,0.036154,0.064615,-0.000769,0.004615,5.777557,5.681570,2.256936,1.392206,0.281803,-0.121047,0.074042
7.147288,0.038461,0.071538,-0.002307,0.006153,5.454801,4.618467,2.340302,-0.322756,-1.063103,0.083365,0.081222
7.250145,0.043846,0.076923,-0.004615,0.004615,3.454802,5.988036,4.340301,-2.000000,1.369569,2.000000,0.088541
7.352192,0.049230,0.078461,-0.005384,0.001538,5.095838,5.976789,2.340302,1.641036,-0.011247,-2.000000,0.092627
7.453918,0.053077,0.077692,-0.003846,-0.000000,5.937496,5.873994,3.828933,0.841659,-0.102796,1.488631,0.094091
7.556375,0.058461,0.075384,-0.005384,-0.002307,5.943378,5.313635,2.622492,0.005882,-0.560359,-1.206441,0.095397
7.657802,0.066153,0.071538,-0.006922,-0.003846,5.748226,5.438813,4.622492,-0.195152,0.125178,2.000000,0.097437
7.759112,0.072307,0.064615,-0.006153,-0.006153,5.914876,5.166973,2.837484,0.166650,-0.271840,-1.785008,0.096971
7.861207,0.078461,0.055384,-0.006153,-0.009230,5.920188,5.486107,4.837483,0.005312,0.319134,2.000000,0.096039
7.962466,0.083846,0.043846,-0.004615,-0.010768,5.985029,5.953924,3.529876,0.064841,0.467817,-1.307608,0.094618
8.064811,0.088461,0.031538,-0.004615,-0.011537,5.966257,5.690260,3.996462,-0.018772,-0.263664,0.466586,0.093915
8.166642,0.090769,0.018461,-0.002307,-0.013075,5.997059,5.669071,4.930209,0.030802,-0.021189,0.933747,0.092627
8.268430,0.093846,0.004615,-0.002307,-0.013075,5.959427,5.950878,3.542927,-0.037632,0.281807,-1.387282,0.093959
8.370172,0.095384,-0.013846,-0.001538,-0.018459,5.993597,5.658349,2.594461,0.034171,-0.292529,-0.948465,0.096384
8.472474,0.096153,-0.026923,0.000000,-0.013075,5.999940,3.658349,4.594461,0.006342,-2.000000,2.000000,0.099851
8.574062,0.096153,-0.044615,0.000000,-0.017690,5.947208,5.658349,5.950126,-0.052732,2.000000,1.355664,0.106000
8.676255,0.094615,-0.070769,0.001538,-0.025381,5.930426,5.823879,5.244629,-0.016783,0.165530,-0.705497,0.118153
8.778038,0.092307,-0.089230,0.001538,-0.018459,3.930426,5.999926,3.244629,-2.000000,0.176046,-2.000000,0.128385
8.880137,0.087692,-0.107692,0.004615,-0.018459,5.930426,3.999926,5.244629,2.000000,-2.000000,2.000000,0.138879
14.263138,0.039231,0.031538,0.002308,-0.007691,4.048222,4.048222,4.048222,-0.000000,0.000000,0.000000,0.050336
