time,x,y,vx,vy,theta_x,theta_y,action_x,action_y
3.872833,0.013077,-0.003077,-0.000000,-0.000000,-0.000969,-0.001695,-0.000169,-0.000202
3.938994,0.013077,-0.003077,-0.000000,-0.000000,-0.000842,-0.001847,0.000127,-0.000152
4.005677,0.013077,-0.003077,-0.000000,-0.000000,-0.000913,-0.001917,-0.000072,-0.000070
4.072451,0.013077,-0.003077,-0.000000,-0.000000,-0.000867,-0.001961,0.000046,-0.000045
4.139021,0.013077,-0.003846,-0.000000,-0.000000,-0.000895,-0.001979,-0.000028,-0.000018
4.206367,0.013077,-0.003846,-0.000000,-0.000000,-0.000896,-0.001927,-0.000001,0.000052
4.273711,0.013077,-0.003846,-0.000000,-0.000000,-0.000904,-0.001892,-0.000008,0.000035
4.340035,0.013077,-0.003846,-0.000000,-0.000000,-0.000902,-0.001872,0.000003,0.000019
4.406310,0.013077,-0.003846,-0.000000,-0.000000,-0.000904,-0.001862,-0.000002,0.000011
4.472984,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001857,0.000001,0.000005
4.539038,0.013077,-0.003846,-0.000000,-0.000000,-0.000904,-0.001854,-0.000001,0.000003
4.606185,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001852,0.000000,0.000001
4.672694,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001852,-0.000000,0.000001
4.738925,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,0.000000,0.000000
4.805165,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,-0.000000,0.000000
4.871575,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,0.000000,0.000000
4.938540,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,-0.000000,0.000000
5.005067,0.012308,-0.003846,0.000769,-0.000000,-0.000903,-0.001851,0.000000,0.000000
5.071819,0.012308,-0.003846,-0.000000,-0.000000,-0.001246,-0.001053,-0.000343,0.000798
5.138747,0.013077,-0.003846,-0.000769,-0.000000,-0.000788,-0.001333,0.000458,-0.000280
5.205448,0.013077,-0.003846,-0.000000,-0.000000,-0.000632,-0.002332,0.000156,-0.000999
5.271858,0.012308,-0.003846,0.000769,-0.000000,-0.000926,-0.002179,-0.000294,0.000153
5.338684,0.013077,-0.003846,-0.000769,-0.000000,-0.001173,-0.001245,-0.000247,0.000934
5.406575,0.013077,-0.003846,-0.000000,-0.000000,-0.000476,-0.002239,0.000697,-0.000994
5.473051,0.013077,-0.003846,-0.000000,-0.000000,-0.001050,-0.002090,-0.000574,0.000149
5.540048,0.013077,-0.003846,-0.000000,-0.000000,-0.000778,-0.002015,0.000272,0.000075
5.607135,0.013077,-0.003846,-0.000000,-0.000000,-0.000967,-0.001926,-0.000189,0.000090
5.673813,0.013077,-0.003846,-0.000000,-0.000000,-0.000861,-0.001899,0.000106,0.000027
5.740933,0.013077,-0.003846,-0.000000,-0.000000,-0.000928,-0.001871,-0.000067,0.000028
5.808630,0.013077,-0.003846,-0.000000,-0.000000,-0.000888,-0.001864,0.000041,0.000007
5.874094,0.013077,-0.003846,-0.000000,-0.000000,-0.000913,-0.001856,-0.000025,0.000008
5.938455,0.013077,-0.003846,-0.000000,-0.000000,-0.000897,-0.001854,0.000016,0.000001
6.005647,0.013077,-0.003846,-0.000000,-0.000000,-0.000907,-0.001852,-0.000010,0.000002
6.071828,0.013077,-0.003846,-0.000000,-0.000000,-0.000901,-0.001852,0.000006,0.000000
6.138486,0.013077,-0.003846,-0.000000,-0.000000,-0.000905,-0.001851,-0.000004,0.000001
6.206475,0.013077,-0.003846,-0.000000,-0.000000,-0.000902,-0.001851,0.000002,-0.000000
6.273285,0.013077,-0.003846,-0.000000,-0.000000,-0.000904,-0.001851,-0.000001,0.000000
6.340433,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,0.000001,-0.000000
6.407285,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,-0.000001,0.000000
6.474896,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,0.000000,-0.000000
6.542038,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,-0.000000,0.000000
6.608710,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,0.000000,-0.000000
6.675596,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,-0.000000,0.000000
6.741724,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,0.000000,-0.000000
6.808932,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,-0.000000,0.000000
6.874266,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,0.000000,-0.000000
6.940016,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,-0.000000,0.000000
7.006723,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,0.000000,-0.000000
7.074867,0.013846,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,-0.000000,0.000000
7.140933,0.013846,-0.003846,-0.000000,-0.000000,-0.000924,-0.001852,-0.000021,-0.000001
7.207164,0.013846,-0.003846,-0.000000,-0.000000,-0.000915,-0.001849,0.000009,0.000002
7.274178,0.013846,-0.003846,-0.000000,-0.000000,-0.000922,-0.001845,-0.000007,0.000004
7.340984,0.013846,-0.003846,-0.000000,-0.000000,-0.000918,-0.001844,0.000004,0.000001
7.407696,0.013846,-0.003846,-0.000000,-0.000000,-0.000920,-0.001843,-0.000003,0.000001
7.474145,0.013846,-0.003846,-0.000000,-0.000000,-0.000919,-0.001842,0.000002,0.000000
7.541255,0.013846,-0.003846,-0.000000,-0.000000,-0.000920,-0.001842,-0.000001,0.000000
7.610517,0.013846,-0.003846,-0.000000,-0.000000,-0.000919,-0.001842,0.000001,0.000000
7.679318,0.012308,-0.003846,0.000769,-0.000000,-0.000920,-0.001842,-0.000000,0.000000
7.745440,0.013077,-0.003846,-0.000000,-0.000000,-0.001242,-0.001044,-0.000322,0.000798
7.810868,0.013077,-0.003846,-0.000000,-0.000000,-0.000817,-0.001321,0.000425,-0.000277
7.875472,0.013077,-0.003846,-0.000000,-0.000000,-0.000990,-0.001529,-0.000173,-0.000207
7.941520,0.013077,-0.003846,-0.000000,-0.000000,-0.000859,-0.001685,0.000131,-0.000156
8.007882,0.013077,-0.003846,-0.000000,-0.000000,-0.000933,-0.001758,-0.000074,-0.000073
8.074242,0.013077,-0.003846,-0.000000,-0.000000,-0.000886,-0.001806,0.000047,-0.000048
8.142229,0.013077,-0.003846,-0.000000,-0.000000,-0.000914,-0.001826,-0.000029,-0.000020
8.210136,0.013077,-0.003846,-0.000000,-0.000000,-0.000897,-0.001840,0.000018,-0.000014
8.276223,0.013077,-0.003846,-0.000000,-0.000000,-0.000907,-0.001845,-0.000011,-0.000005
8.343623,0.013077,-0.003846,-0.000000,-0.000000,-0.000901,-0.001848,0.000007,-0.000004
8.409205,0.013077,-0.003846,-0.000000,-0.000000,-0.000905,-0.001849,-0.000004,-0.000001
8.477099,0.013077,-0.003846,-0.000000,-0.000000,-0.000902,-0.001850,0.000003,-0.000001
8.543458,0.013077,-0.003846,-0.000000,-0.000000,-0.000904,-0.001851,-0.000002,-0.000000
8.611300,0.013077,-0.003846,-0.000000,-0.000000,-0.000903,-0.001851,0.000001,-0.000000
8.677167,0.012308,-0.003846,0.000769,-0.000000,-0.000904,-0.001851,-0.000001,-0.000000
8.744062,0.013077,-0.003846,-0.000000,-0.000000,-0.001246,-0.001053,-0.000343,0.000798
8.810612,0.013077,-0.003846,-0.000000,-0.000000,-0.000813,-0.001328,0.000433,-0.000275
8.876767,0.012308,-0.003846,0.000769,-0.000000,-0.000992,-0.001532,-0.000179,-0.000204
8.943631,0.013077,-0.003846,-0.000769,-0.000000,-0.001208,-0.000894,-0.000215,0.000638
9.011477,0.013077,-0.003846,-0.000000,-0.000000,-0.000469,-0.002035,0.000738,-0.001141
9.076688,0.013077,-0.003846,-0.000000,-0.000000,-0.001074,-0.001993,-0.000605,0.000043
9.144011,0.013077,-0.002308,-0.000000,0.000769,-0.000773,-0.001971,0.000301,0.000022
9.210152,0.016923,-0.000000,-0.003077,0.002308,-0.000670,-0.002542,0.000103,-0.000571
9.278481,0.020000,0.002308,-0.003077,0.002308,0.001384,-0.006942,0.002055,-0.004399
9.344630,0.023077,0.005385,-0.003077,0.002308,0.001144,-0.007843,-0.000240,-0.000901
9.411147,0.026154,0.008461,-0.003077,0.002308,0.000855,-0.008040,-0.000289,-0.000197
9.477992,0.029231,0.010000,-0.003077,0.001538,0.000584,-0.008201,-0.000271,-0.000161
9.544818,0.032307,0.013077,-0.003077,0.002308,0.000268,-0.007495,-0.000316,0.000706
9.611981,0.035384,0.014615,-0.003077,0.001538,0.000370,-0.008590,0.000102,-0.001095
9.679333,0.038461,0.016923,-0.003077,0.001538,-0.000116,-0.008545,-0.000486,0.000046
9.746218,0.041538,0.016923,-0.003077,-0.000000,-0.000277,-0.008594,-0.000161,-0.000049
9.812222,0.045384,0.018461,-0.003846,0.000769,-0.001483,-0.005565,-0.001206,0.003029
9.877808,0.050000,0.020000,-0.003846,0.000769,-0.002151,-0.004954,-0.000668,0.000611
9.948374,0.053846,0.021538,-0.003077,0.000769,-0.003975,-0.001527,-0.001824,0.003427
10.016127,0.057692,0.023077,-0.003846,0.000769,-0.004373,-0.000529,-0.000398,0.000998
10.081504,0.060000,0.023077,-0.002308,-0.000000,-0.010876,0.003272,-0.006504,0.003801
10.147193,0.065384,0.025384,-0.004615,0.001538,-0.018137,0.012666,-0.007261,0.009394
10.214274,0.070000,0.027692,-0.004615,0.001538,-0.053575,0.012663,-0.035438,-0.000003
10.281037,0.074615,0.029231,-0.004615,0.001538,-0.085179,0.014256,-0.031604,0.001593
10.346846,0.076923,0.030769,-0.002308,0.001538,-0.115051,-0.002860,-0.029872,-0.017115
10.413428,0.078461,0.030769,-0.001538,-0.000000,-0.102626,-0.004696,0.012425,-0.001837
10.480095,0.080769,0.030769,-0.001538,-0.000000,-0.108871,0.009190,-0.006245,0.013886
10.545743,0.080000,0.030769,-0.000000,-0.000000,-0.123409,-0.012176,-0.014538,-0.021366
10.612541,0.076153,0.030000,0.003077,-0.000769,-0.101012,0.008249,0.022397,0.020424
10.680451,0.073077,0.028461,0.003077,-0.000769,-0.115186,0.001280,-0.014174,-0.006969
10.747614,0.066923,0.025384,0.006154,-0.003077,-0.105413,0.005599,0.009773,0.004319
10.814195,0.057692,0.020769,0.009231,-0.003846,-0.097866,0.024152,0.007547,0.018553
10.878649,0.046154,0.015385,0.010769,-0.005385,-0.099457,0.023610,-0.001591,-0.000542
10.944716,0.033077,0.007692,0.013077,-0.006923,-0.078454,0.032687,0.021003,0.009077
11.012007,0.016923,0.000769,0.015385,-0.006923,-0.054400,0.033660,0.024055,0.000972
11.079010,-0.000000,-0.007692,0.016923,-0.008462,0.000000,0.013617,0.054400,-0.020043
11.145160,-0.017692,-0.015385,0.017692,-0.007692,-0.007678,0.011771,-0.007679,-0.001846
11.212307,-0.040769,-0.023077,0.022308,-0.007692,-0.006822,0.004323,0.000856,-0.007448
11.278880,-0.062307,-0.030769,0.021538,-0.007692,-0.009359,0.008019,-0.002537,0.003696
11.346645,-0.083846,-0.038461,0.021538,-0.007692,-0.002616,-0.004882,0.006744,-0.012901
11.413019,-0.105384,-0.046154,0.021538,-0.007692,-0.004777,-0.003880,-0.002162,0.001001
11.478570,-0.126923,-0.053846,0.021538,-0.007692,-0.007381,-0.066621,-0.002604,-0.062741
14.784316,0.029231,-0.021538,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
