time,x,y,vx,vy,theta_x,theta_y,action_x,action_y,radius
0.065539,-0.022308,0.014615,0.000000,0.000000,0.001981,0.003003,0.001981,0.003003,0.026669
0.128549,-0.023846,0.014615,0.000769,0.000000,0.003342,0.002856,0.001361,-0.000147,0.027969
0.191138,-0.023077,0.014615,0.000000,0.000000,0.002607,0.004156,-0.000735,0.001300,0.027316
0.253411,-0.023077,0.014615,0.000000,0.000000,0.003301,0.003156,0.000694,-0.001000,0.027316
0.316905,-0.023077,0.014615,0.000000,0.000000,0.002803,0.003970,-0.000498,0.000814,0.027316
0.379387,-0.023846,0.014615,0.000769,0.000000,0.003208,0.003334,0.000405,-0.000637,0.027969
0.442143,-0.023077,0.014615,0.000000,0.000000,0.002543,0.004143,-0.000665,0.000809,0.027316
0.504764,-0.023846,0.013077,0.000769,-0.000769,0.003170,0.003179,0.000627,-0.000964,0.027196
0.569950,-0.023846,0.011538,0.000000,-0.000769,0.002241,0.004859,-0.000929,0.001681,0.026491
0.634625,-0.023846,0.010000,0.000000,-0.000769,0.002720,0.003669,0.000479,-0.001191,0.025858
0.697241,-0.023077,0.012308,-0.000769,0.001538,0.001913,0.004514,-0.000807,0.000845,0.026154
0.759744,-0.020769,0.013846,-0.002308,0.001538,0.002496,0.001685,0.000583,-0.002829,0.024961
0.823625,-0.016923,0.011538,-0.003846,-0.001538,0.002759,0.001867,0.000263,0.000182,0.020482
0.887879,-0.012308,0.009231,-0.003846,-0.002308,0.004006,0.003557,0.001247,0.001690,0.015385
0.951192,-0.006923,0.003846,-0.005385,-0.004615,0.003611,0.004393,-0.000394,0.000836,0.007920
1.013362,-0.000769,-0.000000,-0.005385,-0.004615,0.004395,0.005379,0.000784,0.000986,0.000769
1.076211,0.003846,-0.002308,-0.004615,-0.002308,0.004487,0.004830,0.000092,-0.000549,0.004485
1.138780,0.008462,-0.003846,-0.004615,-0.001538,0.003856,0.003376,-0.000631,-0.001454,0.009295
1.202416,0.010000,-0.004615,-0.000769,0.000000,0.004154,0.002134,0.000298,-0.001242,0.011014
1.266037,0.012308,-0.004615,-0.002308,0.000000,0.003541,0.002241,-0.000613,0.000107,0.013145
1.327329,0.013846,-0.003846,-0.001538,0.000769,0.004195,0.001178,0.000654,-0.001063,0.014370
1.389880,0.014615,-0.002308,0.000000,0.000769,0.003839,0.001010,-0.000356,-0.000168,0.014796
1.454772,0.013846,-0.002308,0.000769,0.000000,0.003372,0.001192,-0.000467,0.000182,0.014037
1.517404,0.012308,-0.003077,0.000769,-0.000769,0.003323,0.001538,-0.000048,0.000346,0.012686
1.579294,0.013077,-0.003077,0.000000,0.000000,0.003485,0.002088,0.000162,0.000550,0.013434
1.641387,0.013077,-0.003077,0.000000,0.000000,0.003657,0.001216,0.000172,-0.000872,0.013434
1.705311,0.013077,-0.002308,0.000000,0.000769,0.003518,0.001567,-0.000139,0.000351,0.013279
1.768857,0.013077,-0.002308,0.000000,0.000000,0.003319,0.001177,-0.000199,-0.000390,0.013279
1.831433,0.013077,-0.000769,0.000000,0.000769,0.003411,0.001488,0.000092,0.000311,0.013100
1.894388,0.013077,-0.001538,0.000000,0.000000,0.003051,0.001154,-0.000360,-0.000334,0.013167
1.958346,0.013077,-0.001538,0.000000,0.000000,0.003292,0.001374,0.000242,0.000220,0.013167
2.021432,0.013077,-0.001538,0.000000,0.000000,0.003342,0.001383,0.000050,0.000009,0.013167
2.084257,0.013077,-0.001538,0.000000,0.000000,0.003307,0.001444,-0.000036,0.000061,0.013167
2.146906,0.013077,-0.001538,0.000000,0.000000,0.003310,0.001417,0.000003,-0.000027,0.013167
2.209902,0.013077,-0.001538,0.000000,0.000000,0.003309,0.001413,-0.000001,-0.000004,0.013167
2.274106,0.013077,-0.001538,0.000000,0.000000,0.003309,0.001417,0.000000,0.000004,0.013167
2.338801,0.013077,-0.001538,0.000000,0.000000,0.003309,0.001416,0.000001,-0.000001,0.013167
2.406698,0.012308,-0.001538,0.000769,0.000000,0.003309,0.001416,-0.000000,0.000000,0.012403
2.472417,0.013077,-0.001538,0.000000,0.000000,0.003048,0.001785,-0.000261,0.000369,0.013167
2.536439,0.013077,-0.001538,0.000000,0.000000,0.003365,0.001162,0.000317,-0.000624,0.013167
2.599816,0.012308,-0.001538,0.000769,0.000000,0.003287,0.001445,-0.000078,0.000284,0.012403
2.664797,0.012308,-0.001538,0.000000,0.000000,0.003060,0.001791,-0.000227,0.000345,0.012403
2.729875,0.012308,-0.001538,0.000000,0.000000,0.003272,0.001391,0.000212,-0.000400,0.012403
2.795044,0.013077,-0.001538,-0.000769,0.000000,0.003215,0.001569,-0.000057,0.000179,0.013167
2.858977,0.012308,-0.001538,0.000000,0.000000,0.003500,0.001181,0.000285,-0.000389,0.012403
2.924214,0.013077,-0.001538,-0.000769,0.000000,0.003178,0.001794,-0.000321,0.000613,0.013167
2.989465,0.012308,-0.001538,0.000769,0.000000,0.003508,0.001164,0.000329,-0.000630,0.012403
3.054841,0.013077,-0.001538,-0.000769,0.000000,0.002994,0.001929,-0.000514,0.000765,0.013167
3.119949,0.013077,-0.001538,0.000000,0.000000,0.003535,0.001026,0.000542,-0.000903,0.013167
3.185045,0.012308,-0.001538,0.000769,0.000000,0.003255,0.001565,-0.000281,0.000539,0.012403
3.248221,0.012308,-0.001538,0.000000,0.000000,0.003062,0.001788,-0.000193,0.000223,0.012403
3.313491,0.012308,-0.001538,0.000000,0.000000,0.003267,0.001381,0.000206,-0.000407,0.012403
3.378405,0.012308,-0.001538,0.000000,0.000000,0.003215,0.001570,-0.000052,0.000188,0.012403
3.442638,0.013077,-0.001538,-0.000769,0.000000,0.003244,0.001541,0.000029,-0.000029,0.013167
3.506193,0.012308,-0.002308,0.000000,0.000000,0.003494,0.001176,0.000250,-0.000364,0.012522
3.569948,0.012308,-0.002308,0.000000,0.000000,0.003333,0.001751,-0.000161,0.000575,0.012522
3.631540,0.012308,-0.002308,0.000000,0.000000,0.003388,0.001578,0.000054,-0.000173,0.012522
3.695113,0.013077,-0.002308,-0.000769,0.000000,0.003363,0.001573,-0.000024,-0.000005,0.013279
3.758303,0.012308,-0.002308,0.000000,0.000000,0.003622,0.001229,0.000258,-0.000344,0.012522
3.819902,0.013077,-0.002308,-0.000769,0.000000,0.003314,0.001829,-0.000307,0.000600,0.013279
3.882652,0.012308,-0.002308,0.000769,0.000000,0.003638,0.001209,0.000324,-0.000620,0.012522
3.944832,0.012308,-0.002308,0.000000,0.000000,0.003144,0.001941,-0.000494,0.000732,0.012522
4.008293,0.012308,-0.002308,0.000000,0.000000,0.003404,0.001450,0.000261,-0.000491,0.012522
4.070041,0.013077,-0.002308,-0.000769,0.000000,0.003363,0.001560,-0.000042,0.000110,0.013279
4.133605,0.013077,-0.002308,0.000000,0.000000,0.003623,0.001248,0.000260,-0.000313,0.013279
4.195662,0.012308,-0.002308,0.000769,0.000000,0.003409,0.001596,-0.000214,0.000349,0.012522
4.260090,0.012308,-0.002308,0.000000,0.000000,0.003187,0.001822,-0.000222,0.000226,0.012522
4.323760,0.013077,-0.002308,-0.000769,0.000000,0.003400,0.001421,0.000213,-0.000401,0.013279
4.386477,0.012308,-0.002308,0.000769,0.000000,0.003617,0.001227,0.000216,-0.000194,0.012522
4.448872,0.012308,-0.002308,0.000000,0.000000,0.003152,0.001980,-0.000464,0.000752,0.012522
4.511331,0.012308,-0.002308,0.000000,0.000000,0.003409,0.001435,0.000257,-0.000544,0.012522
4.574725,0.012308,-0.002308,0.000000,0.000000,0.003359,0.001566,-0.000051,0.000131,0.012522
4.637660,0.012308,-0.002308,0.000000,0.000000,0.003368,0.001606,0.000009,0.000040,0.012522
4.698726,0.012308,-0.002308,0.000000,0.000000,0.003371,0.001576,0.000004,-0.000031,0.012522
4.762204,0.013077,-0.002308,-0.000769,0.000000,0.003366,0.001586,-0.000006,0.000010,0.013279
4.824769,0.012308,-0.002308,0.000000,0.000000,0.003624,0.001223,0.000259,-0.000363,0.012522
4.887044,0.012308,-0.002308,0.000000,0.000000,0.003313,0.001832,-0.000312,0.000609,0.012522
4.950088,0.012308,-0.002308,0.000000,0.000000,0.003382,0.001569,0.000069,-0.000263,0.012522
5.012012,0.012308,-0.002308,0.000000,0.000000,0.003362,0.001561,-0.000020,-0.000008,0.012522
5.074416,0.012308,-0.002308,0.000000,0.000000,0.003365,0.001592,0.000003,0.000031,0.012522
5.137386,0.013077,-0.002308,-0.000769,0.000000,0.003370,0.001580,0.000005,-0.000012,0.013279
5.199964,0.013077,-0.002308,0.000000,0.000000,0.003624,0.001224,0.000254,-0.000356,0.013279
5.263219,0.013077,-0.002308,0.000000,0.000000,0.003406,0.001604,-0.000218,0.000380,0.013279
5.326120,0.012308,-0.002308,0.000769,0.000000,0.003445,0.001460,0.000040,-0.000144,0.012522
5.389664,0.013077,-0.002308,0.000000,0.000000,0.003181,0.001801,-0.000264,0.000342,0.013279
5.451409,0.012308,-0.002308,0.000769,0.000000,0.003492,0.001216,0.000311,-0.000586,0.012522
5.513563,0.012308,-0.002308,0.000000,0.000000,0.003171,0.001832,-0.000322,0.000616,0.012522
5.578257,0.012308,-0.002308,0.000000,0.000000,0.003407,0.001462,0.000237,-0.000370,0.012522
5.641513,0.012308,-0.002308,0.000000,0.000000,0.003365,0.001574,-0.000043,0.000113,0.012522
5.703628,0.013077,-0.002308,-0.000769,0.000000,0.003367,0.001604,0.000003,0.000030,0.013279
5.766047,0.013077,-0.002308,0.000000,0.000000,0.003627,0.001217,0.000260,-0.000388,0.013279
5.827916,0.013077,-0.002308,0.000000,0.000000,0.003404,0.001605,-0.000223,0.000388,0.013279
5.891724,0.013077,-0.002308,0.000000,0.000000,0.003446,0.001460,0.000042,-0.000145,0.013279
5.954507,0.012308,-0.002308,0.000769,0.000000,0.003438,0.001441,-0.000008,-0.000019,0.012522
6.015287,0.012308,-0.002308,0.000000,0.000000,0.003181,0.001825,-0.000257,0.000384,0.012522
6.081716,0.012308,-0.002308,0.000000,0.000000,0.003403,0.001437,0.000222,-0.000388,0.012522
6.145966,0.013077,-0.002308,-0.000769,0.000000,0.003362,0.001583,-0.000042,0.000146,0.013279
6.210631,0.013077,-0.002308,0.000000,0.000000,0.003626,0.001241,0.000264,-0.000342,0.013279
6.275323,0.013077,-0.002308,0.000000,0.000000,0.003408,0.001597,-0.000218,0.000356,0.013279
6.338605,0.013077,-0.002308,0.000000,0.000000,0.003444,0.001462,0.000036,-0.000136,0.013279
6.401424,0.012308,-0.002308,0.000769,0.000000,0.003438,0.001441,-0.000006,-0.000021,0.012522
6.464669,0.012308,-0.002308,0.000000,0.000000,0.003181,0.001825,-0.000257,0.000384,0.012522
6.526642,0.012308,-0.002308,0.000000,0.000000,0.003403,0.001437,0.000222,-0.000387,0.012522
6.590237,0.012308,-0.002308,0.000000,0.000000,0.003362,0.001583,-0.000042,0.000145,0.012522
6.653507,0.012308,-0.002308,0.000000,0.000000,0.003370,0.001601,0.000008,0.000019,0.012522
6.716752,0.012308,-0.002308,0.000000,0.000000,0.003370,0.001577,0.000000,-0.000024,0.012522
6.778522,0.013077,-0.002308,-0.000769,0.000000,0.003366,0.001585,-0.000004,0.000008,0.013279
